uuid,datetime,species,number_morbidity,disease_id,number_mortality,total_number_cases,location
f561da15-093d-47c2-85c3-57fe5c9756ae,2021-05-03 13:03:04,buffalo,2,3,2,4,Health Centre A
3d955abe-d1e5-4693-be7e-705514f9b22b,2021-05-07 17:57:20,buffalo,6,0,3,9,Village 3
d91226c9-f6fd-4b10-89e9-7c17a61bf9d4,2021-05-06 15:35:33,pig,3,7,5,8,Village 2
d924d6fa-3c9f-4c8a-bd5c-41ee5620ade4,2021-05-02 18:39:48,buffalo,4,8,4,8,Health Centre A
b20d66e7-5bdf-4b59-a42b-903edc8d975a,2021-04-28 16:25:45,pig,4,1,3,7,Health Centre A
80f45d31-dc55-418a-b506-d425d3c624ee,2021-05-02 12:03:06,buffalo,2,5,2,4,Health Centre B
2f1f12c9-e89e-41c6-8e8b-a894becd2872,2021-05-05 15:38:34,buffalo,1,8,5,6,Village 3
5123f472-a744-4a28-93ab-a28634f5678e,2021-05-09 11:53:15,chicken,3,4,2,5,Village 2
fb61060b-6fad-4952-8f51-0360b214feb3,2021-05-07 14:00:58,chicken,4,9,5,9,Health Centre B
413ef91b-3d65-4db7-88af-2106e37878ef,2021-04-28 11:23:11,chicken,2,4,3,5,Health Centre B
5531b4ea-92c0-4685-b29e-1d5879fbea3d,2021-05-02 16:16:26,cat,5,2,4,9,Village 3
52a09cdd-2b8f-4ce3-a6ab-07f0cb53350f,2021-04-28 10:51:29,sheep,4,9,5,9,Health Centre B
01b4aa5c-cbd6-486d-a19a-9d6d3722732f,2021-05-10 15:31:17,pig,3,7,4,7,Village 1
3425abd1-7e52-4d03-ad67-da24a6de79d4,2021-05-04 18:52:23,sheep,5,4,5,10,Village 1
48d7bc70-1f28-4b0a-bb1b-929062e09b3a,2021-05-06 13:09:51,chicken,4,0,3,7,Health Centre B
63238c84-80ea-4d2d-94a9-bba5511ba2b9,2021-05-03 10:47:15,cat,2,9,0,2,Village 1
35a0a49d-7e9a-4acf-b45f-5bfa7aeb3dfb,2021-05-06 15:43:55,pig,1,6,0,1,Village 2
77f290ef-5be6-427c-8975-1fcb300af149,2021-05-04 13:32:48,chicken,4,1,4,8,Village 3
15a7d7bf-b7c6-4b15-9b45-2b73db3f5ee1,2021-05-06 16:49:39,sheep,1,1,1,2,Village 1
a22293da-7b77-43b8-84f4-dcaca99a754b,2021-05-11 09:11:17,buffalo,1,9,4,5,Village 1
3b3e365d-10ad-4d79-9f8c-6fc5ee46ade0,2021-05-04 17:16:40,chicken,6,9,3,9,Village 3
47e8e058-cbc3-47ee-99a9-563a4a174d9f,2021-04-28 16:05:44,chicken,1,3,2,3,Village 1
c9ebfe10-1364-45c0-906f-fb7f003ff6a9,2021-05-01 12:59:28,cat,6,8,0,6,Village 2
722d428e-409f-4e84-9537-8186781729a6,2021-05-10 17:57:34,dog,1,8,2,3,Village 1
8049f526-47b7-4578-9da5-5cf0ff7c9d3c,2021-05-03 13:07:30,pig,5,2,4,9,Health Centre A
48b75542-1867-4f87-940a-8f8688fa764d,2021-05-07 10:46:23,cat,6,1,3,9,Village 1
2968fd7f-71f2-4d77-91ec-33e3c9c624f4,2021-05-01 16:44:34,buffalo,1,3,1,2,Health Centre B
1eb38c01-ee7a-4505-b4ec-bc0c1c74cc4d,2021-05-07 10:10:04,pig,2,2,5,7,Health Centre A
fd8f5ba1-392b-4f54-bcae-ebc47ca8cc2b,2021-05-09 12:05:22,sheep,5,6,4,9,Village 2
7aa06765-e081-40b8-a744-6e8a94cbcbdd,2021-05-02 09:27:47,chicken,2,6,4,6,Village 2
f3b90d3f-1e40-48b8-b280-092e68d85ed6,2021-05-08 15:23:55,chicken,5,2,2,7,Village 3
d0d27709-f495-45ff-b7bb-0b19fae3070b,2021-05-06 12:47:09,chicken,1,5,5,6,Health Centre B
38e28b2b-6dd5-4a8e-9ffc-52c06fa59e0b,2021-04-27 16:18:45,cat,6,6,5,11,Health Centre B
cabc13bd-0614-4e42-b61e-6e619a595daa,2021-05-11 12:15:49,cat,4,1,5,9,Village 2
0efcf980-e99b-40d9-b7df-7b6ef564ecdd,2021-04-30 10:21:07,dog,6,6,1,7,Village 3
b0b50139-43a3-4598-8c67-6f15467bb5e9,2021-05-03 13:36:14,sheep,3,5,1,4,Village 3
f2f0e9b0-d535-4e0f-820f-3a04411bb984,2021-04-27 10:30:45,dog,1,7,3,4,Health Centre B
d916ba3f-db9e-4830-9bfe-52935ac077f5,2021-05-01 15:00:22,pig,4,4,1,5,Health Centre A
e3170651-fc1b-48e9-bf0d-825c29faa71c,2021-05-05 12:19:59,buffalo,4,6,3,7,Village 3
fcef705c-d220-4149-a4e4-34a6425bd010,2021-05-06 18:54:18,sheep,3,3,4,7,Health Centre A
10f4d5fb-6254-4e9a-9ed9-28b779f75bc3,2021-04-29 16:04:12,chicken,6,5,2,8,Village 1
ea08847a-ede5-451a-923d-f2bdae8802a4,2021-04-30 18:21:39,pig,6,2,2,8,Village 2
952e7dd5-f4cf-4b14-926f-f6aeb29ae919,2021-05-10 11:28:02,chicken,1,3,5,6,Health Centre B
b2c5ec73-4b07-44e1-ba1e-7a075d26ed9e,2021-05-03 12:49:53,dog,2,3,4,6,Village 2
9db0fb5e-479e-4d9e-85ba-9f7e1219953a,2021-05-01 14:11:13,cat,4,0,0,4,Health Centre B
7af38f52-e531-4856-9bb6-3a2f56a40c97,2021-05-10 15:46:51,pig,3,1,4,7,Health Centre B
6759fded-4e12-44de-963c-5fa976a8be3e,2021-05-09 14:12:09,dog,6,6,5,11,Village 1
4e94bfb2-e904-4490-a1d4-39889408fae8,2021-05-03 17:46:59,buffalo,3,5,0,3,Village 1
25222359-5b06-4f55-9d63-340ce648d015,2021-05-04 16:41:37,sheep,4,2,2,6,Health Centre A
58d0fd0e-81dc-45c6-8e41-91f5c4ef887c,2021-05-10 14:44:31,pig,1,9,1,2,Health Centre B
b19d113a-7bfd-4deb-b0bc-dfe1375fbbb6,2021-05-02 16:31:08,cat,5,9,1,6,Health Centre A
3e359414-5e0c-430f-9292-94adf5a4ffea,2021-05-07 11:25:27,sheep,1,0,0,1,Village 3
ccd206c0-6311-4082-b6b9-78b804d03d42,2021-05-06 09:04:37,buffalo,2,6,0,2,Village 2
36273728-6800-4b95-ac29-4a6392e3749f,2021-04-28 17:42:01,dog,2,7,5,7,Health Centre A
506ad6f9-2e44-40fb-9178-472b1a89db45,2021-05-06 13:27:52,buffalo,1,7,0,1,Village 1
b3e5bf85-a98e-40ec-b49c-21d162177ab5,2021-05-09 12:14:34,dog,6,4,0,6,Village 2
c91b8043-a589-4643-a99b-08119c587bae,2021-04-30 16:56:12,dog,5,5,3,8,Village 1
a3e6cc6e-3eb5-4c7b-9ab7-150b53eff07a,2021-05-11 10:41:12,cat,3,1,1,4,Health Centre A
fcfb000a-493b-4ec1-ab34-b7a063e6b317,2021-05-07 11:35:11,sheep,6,9,3,9,Village 3
6b8faa6d-5adb-4f19-8a4b-4bd45eb856a8,2021-04-29 14:37:39,dog,6,0,5,11,Village 3
622527f8-98ac-46b7-816f-ebf61f2409c9,2021-04-28 18:36:09,pig,5,2,5,10,Village 2
c05555ba-5f03-4541-b6f0-d43a80a01c7b,2021-04-27 09:21:34,cat,6,7,4,10,Village 3
aba56491-ef96-47cc-898f-02b2eb637654,2021-05-11 13:12:43,buffalo,5,7,0,5,Village 2
d715ffac-1ef6-4bf4-ad43-c62f50dc2543,2021-05-02 11:52:51,pig,3,4,0,3,Village 2
74f61bb8-0112-43fc-b951-de231d13f09b,2021-05-10 09:43:28,dog,6,5,4,10,Village 2
993e0384-ef2f-4308-88d7-f9143f3a6b14,2021-04-27 16:37:41,buffalo,6,1,5,11,Village 2
87565a80-44fe-49ef-bd88-ba7eb8ca922b,2021-05-08 11:37:20,sheep,2,8,1,3,Village 2
1eec1c54-75d0-472b-92de-e482587cf8e5,2021-05-08 13:52:05,chicken,5,6,5,10,Village 1
0f70e08a-3b80-406b-a37a-ed7ded821985,2021-04-29 18:06:14,pig,4,5,1,5,Village 1
047caa23-aa63-427b-8524-98ac2a252816,2021-05-02 11:16:13,cat,5,8,2,7,Health Centre A
4016bb87-4872-495c-b90a-998531f6f034,2021-04-27 12:48:43,sheep,3,4,0,3,Village 2
21aed2f7-31f5-4db0-80b7-58fdd2080cb8,2021-05-07 16:45:46,buffalo,6,9,3,9,Village 2
e545e6ca-302d-4932-a237-167121f8efa5,2021-04-27 14:07:01,chicken,4,6,4,8,Village 3
532da0a9-54bd-470c-9d29-781907bdae6a,2021-05-02 14:50:51,sheep,4,2,3,7,Health Centre B
e1bdbc85-5752-4a67-9b1d-b8744981d3ff,2021-05-02 17:28:09,chicken,5,2,1,6,Village 3
1bc6a269-a88a-41bb-afd8-30ebdcfc6972,2021-05-01 09:07:13,buffalo,2,9,1,3,Village 1
baf0033d-1094-4fd8-8ed0-c02b3dbc07b0,2021-05-03 16:16:45,sheep,5,4,2,7,Village 2
6945196e-7be3-4925-bd70-7cf1fbda6e3e,2021-05-01 13:39:02,dog,3,2,4,7,Village 3
f6078da0-12ce-4844-a6c3-127191b64d9d,2021-05-05 17:06:13,sheep,2,8,3,5,Health Centre B
2407b664-5725-48da-aee5-2ff6b398d42d,2021-05-09 10:18:54,pig,3,2,1,4,Health Centre B
6f9bf83d-55d8-4e8e-93b1-69e4a0f55444,2021-05-05 10:17:07,chicken,3,8,4,7,Village 2
20d0d8d9-90d1-48ff-84b6-c33e8d81a045,2021-05-10 09:04:10,sheep,2,4,5,7,Health Centre A
c0644cd0-190d-4b4c-ab4b-fe4986015e78,2021-05-07 17:49:26,chicken,1,7,1,2,Village 3
c3659e71-ceca-4dbb-b3a0-65a5b274dcd6,2021-05-05 09:44:16,cat,2,6,3,5,Health Centre B
4afa4186-8370-419d-a21d-afe21f57a02f,2021-05-03 12:25:12,pig,3,2,4,7,Health Centre B
483a5778-9581-409c-9c07-6590fde7cb97,2021-05-05 15:11:31,chicken,2,9,0,2,Village 3
a470caf6-73bd-4b31-9044-21d3271cb343,2021-05-02 12:25:44,dog,1,5,0,1,Health Centre B
fb870fa7-439a-4e3a-be05-fa04fa766304,2021-04-27 13:43:20,dog,4,8,0,4,Village 3
9e197e6e-2c24-42f0-9fc5-a6ddc57998ac,2021-05-09 18:30:40,cat,3,2,4,7,Health Centre B
fbc81acc-e124-4a48-b98c-39ffb9473178,2021-04-28 11:43:18,buffalo,3,0,3,6,Health Centre A
620cc79e-5f46-4ff8-9128-153175e990e2,2021-05-07 11:52:09,buffalo,3,9,0,3,Health Centre A
15edb273-0637-46c7-a691-6d218ce61bb6,2021-04-30 09:48:18,pig,3,7,5,8,Health Centre B
7b038548-c714-4aa4-84a3-01990e253ab1,2021-04-28 15:57:59,pig,6,1,1,7,Village 2
3086d58c-1de5-4f89-9fc5-8d308875763d,2021-05-05 10:24:09,cat,6,7,3,9,Health Centre A
80d4aa48-c11d-4fa4-9414-c03e2a71f589,2021-05-02 09:18:58,chicken,2,4,5,7,Health Centre B
0c54b15d-1cff-47a5-aa53-76bd55a5c4ce,2021-05-01 14:12:02,dog,5,1,3,8,Village 3
7ba23d21-2e1c-4a90-9d84-72b07c511e2b,2021-05-09 14:34:53,buffalo,2,4,5,7,Village 3
3034102a-f2cc-40bc-8559-5e53277c5ed7,2021-04-28 15:05:41,pig,1,8,3,4,Health Centre B
f0199dd0-a507-4b28-95b9-dd6bd9b05707,2021-05-09 09:16:48,dog,3,0,3,6,Health Centre A
394fe68e-bd8f-4cdb-b52f-7865a62201e5,2021-04-27 12:41:37,sheep,4,9,1,5,Health Centre B
bc36d11c-b49c-4032-805b-b64681f1cb01,2021-06-27 13:27:15,dog,6,0,3,9,Village 2
a0150d3e-5706-44d9-aaab-e3c31b1b9536,2022-01-27 18:49:04,dog,4,6,4,8,Village 3
de218afb-4256-4fa2-9f26-c8ad2d6af1c8,2021-05-13 16:09:13,dog,1,4,2,3,Health Centre A
b6ba303b-81c0-4419-9264-3d392eef1575,2021-09-25 14:16:52,dog,5,8,4,9,Health Centre B
9ec0aa24-c8aa-4210-ac48-75d7d4444115,2021-05-04 16:34:05,chicken,4,8,4,8,Health Centre B
f4bde093-af74-425d-99b2-bf2d1fbb9b0b,2021-08-12 09:32:51,cat,1,7,2,3,Village 1
c73f087f-bb93-4555-9615-4d43e30fe059,2021-10-24 17:16:43,cat,3,1,1,4,Health Centre B
95668c96-505f-4d3f-bfbf-37518e8bfe01,2021-04-13 18:41:53,cat,6,4,5,11,Village 3
839bf203-83b2-4483-84af-ec4ece2ab5ad,2021-06-30 18:35:56,cat,1,2,4,5,Village 1
71b5ea9e-98e8-4acc-8d40-50ac5f762a39,2022-02-20 18:42:29,buffalo,2,1,0,2,Village 3
ee5ab157-efba-4853-9021-db5c85714649,2021-06-19 14:08:42,cat,6,6,3,9,Village 2
7fc8d356-ec65-4c6b-baff-5cf50fd7f00a,2022-01-13 18:47:57,chicken,2,9,1,3,Village 1
69e0248b-8df2-497d-a681-6487edcab31f,2021-09-07 10:45:00,chicken,2,1,3,5,Village 2
4d69af03-c1e1-49cd-a022-5235ecb3f58c,2021-11-08 09:38:48,sheep,2,5,3,5,Village 2
68f52808-aed2-46e9-a945-827eb18213d2,2021-06-29 17:47:59,cat,2,1,3,5,Health Centre A
b15a99fe-0701-40d6-8beb-71a71921acdb,2021-09-15 10:14:35,dog,6,0,4,10,Health Centre B
1349ecd6-49f4-4349-9c5f-6838c7f278af,2021-07-30 15:22:55,buffalo,4,2,5,9,Village 1
58c3c94c-748e-4db0-a88d-66ccef042ecb,2021-07-22 17:11:15,pig,2,6,5,7,Health Centre A
776a26b7-d506-4e99-b566-91875c229a99,2022-01-17 17:56:45,chicken,6,9,1,7,Health Centre B
da23ae8a-1a12-42f7-8800-a6dc1b6d54bf,2021-06-02 17:32:11,pig,5,4,5,10,Village 1
ca4851a2-872b-4868-acfe-791c3e9befaf,2021-11-12 11:55:42,chicken,4,0,4,8,Village 2
a6ccf8ac-1fca-415c-9f06-6f23286900f1,2021-08-20 14:57:19,buffalo,5,4,2,7,Health Centre A
fc751f46-d3d5-48bb-b639-14525742dd43,2021-08-07 13:27:50,buffalo,1,6,2,3,Health Centre A
707ae007-77a2-4703-9e22-47ea91d84208,2021-10-11 10:40:13,chicken,1,6,3,4,Village 3
7ee75178-a365-4600-887b-26fa8f22bfa3,2022-01-15 16:05:47,sheep,1,9,4,5,Health Centre B
81aeb23b-8371-4558-8e21-430c416d75ca,2021-12-05 18:32:12,pig,1,9,5,6,Village 1
cfae1f70-a5ec-459a-ac75-1ff3b1e3865c,2021-11-25 13:49:15,sheep,1,5,3,4,Village 2
a1e9a700-7ab2-4f32-8015-74c68e40084f,2021-08-08 09:26:39,chicken,1,3,3,4,Village 1
c43e4c39-20c6-4fdf-9fe4-d19776e8d735,2021-04-09 16:06:51,sheep,2,2,0,2,Health Centre B
049525ff-c1b9-4492-8efe-57d9fac70cf8,2021-05-14 12:49:27,chicken,6,8,5,11,Village 2
fc954e6a-9d0a-49d5-9caf-e735b41e1eed,2022-01-30 14:21:52,buffalo,6,5,0,6,Health Centre A
9dab6f3b-0b1e-447b-b7ad-8a82ddec48ec,2021-03-19 15:52:31,chicken,1,5,5,6,Village 1
c38f282d-79b3-4270-b8b8-dd3d9bb9c948,2021-07-02 12:56:27,buffalo,2,2,5,7,Health Centre A
565eb286-3dbd-4777-b4f1-0aeb650e4bbb,2021-04-01 16:57:51,dog,3,7,1,4,Health Centre A
6118a60d-fedf-4a24-9200-22878652d67a,2021-04-03 09:16:35,dog,4,7,1,5,Village 2
c1b9c107-2795-40d8-a3a6-45ca3db95d15,2021-11-25 12:48:09,pig,1,3,3,4,Village 2
ea0c8ddd-4740-47bb-bbad-c35a292d90b1,2021-09-04 16:45:54,sheep,3,8,0,3,Village 1
0773860f-66ec-4ed8-89c6-28b4ba852708,2021-07-30 11:51:13,dog,3,1,3,6,Health Centre B
176e47c0-c9e9-4ab1-8422-040799744f06,2022-01-07 11:35:31,dog,3,9,1,4,Village 1
da43e810-01fc-427d-be6b-6dcc5bad1f50,2021-11-29 13:46:34,chicken,6,6,4,10,Health Centre B
50d5687e-c7cd-44b4-8038-803723167bdd,2022-01-26 09:05:37,sheep,4,2,1,5,Village 3
1a45a55a-e216-4926-a9c0-eca0f6baccbc,2021-03-30 14:56:36,chicken,2,4,4,6,Village 3
0177cf7c-a8e0-43aa-be70-b89ce663701e,2022-01-31 17:42:14,pig,6,2,4,10,Health Centre B
448c09f2-c28a-4f29-833c-937d5d81c72f,2022-01-01 17:13:52,pig,1,6,1,2,Village 2
a4038041-6ac5-462c-800d-e176addbdf5a,2021-03-26 16:48:53,dog,1,3,1,2,Health Centre A
fc5c69e1-f585-4ab0-8803-17f4b615bea9,2021-05-02 09:21:00,buffalo,1,0,0,1,Village 3
baa02dea-2c0a-4048-b7e2-eb6002b33a3d,2021-10-11 17:20:08,buffalo,4,6,3,7,Village 1
0432860c-eee1-4575-ba0a-a7ff134efa35,2021-12-30 13:35:45,cat,5,8,1,6,Village 3
d16a9b75-9bb2-4f90-874a-ae9f9fa1c512,2021-06-24 12:16:46,pig,2,7,3,5,Village 1
a755dff8-c775-4a46-a27c-b00f3ea5629f,2021-04-02 13:20:43,cat,3,8,5,8,Village 2
0753fd25-1e70-44c1-8b81-e83d890bb442,2022-01-18 17:34:53,pig,2,8,4,6,Health Centre B
9a41c5d3-787b-400f-a1a2-ff4048d8515e,2021-12-12 12:45:47,pig,5,4,2,7,Village 1
f43a369c-3a85-4dc4-8f93-f74e4c87e77c,2021-04-01 14:08:59,cat,3,0,0,3,Village 3
cfad1309-0f1f-4d3e-a9c3-12acbe802998,2021-05-26 09:30:48,pig,6,9,2,8,Village 2
cdb3b23b-2f6f-463d-8244-2874ab084716,2022-01-22 16:14:12,chicken,4,8,3,7,Village 2
9896d8bb-67d6-4a7a-9744-13395bb59aaf,2022-02-20 14:39:36,pig,1,4,2,3,Village 2
366c5ef8-400c-4767-9662-a3b0227f2ed8,2021-08-29 15:38:18,dog,1,2,3,4,Health Centre A
bba12da2-af72-490a-a2b1-4088136fecc5,2022-01-16 15:24:37,chicken,6,8,4,10,Health Centre B
ee66cc56-2ad2-4695-8c68-2510fa0a7d74,2022-01-11 16:37:27,chicken,5,1,5,10,Health Centre A
07255253-f88d-4629-8a45-dbf5e3024def,2021-09-09 15:55:25,cat,1,3,1,2,Village 1
645d97d4-2299-4f72-8816-353ab9e955bd,2022-01-25 12:15:01,buffalo,6,5,0,6,Village 2
0457b89a-29d4-4d2a-a294-8882e5579983,2021-05-09 11:40:43,dog,1,6,5,6,Village 1
a3eea1bd-b486-4bda-b266-0d6f75e7606b,2021-08-08 11:54:27,chicken,3,3,1,4,Village 1
3c8c6f32-d6dc-4ea4-a6ef-1d5c7192d0f2,2021-07-20 16:38:49,cat,5,7,3,8,Health Centre B
9eab7729-19ff-4df2-9b94-ef1d06d34b35,2021-12-26 18:23:01,buffalo,4,8,0,4,Village 3
a2cc3061-6d3e-4c1a-9e9f-e8b465dc0ddf,2021-04-02 15:51:49,chicken,1,8,2,3,Health Centre A
8d3245b2-30c3-4bec-880c-6580ee2b656d,2021-07-16 13:57:51,buffalo,2,8,0,2,Village 1
6f5957c0-5f41-4c6d-943c-350a2d1a9d86,2021-12-14 14:47:44,cat,4,0,0,4,Health Centre B
a1e0c6ba-ac3c-4f17-bb99-343c79d10910,2021-06-27 14:13:50,cat,6,2,2,8,Village 3
ef8ba84f-ab7e-4286-80b5-406975240f91,2021-05-04 10:03:08,chicken,2,5,5,7,Health Centre A
bdaedfd9-5426-43d2-a8d7-0f3a7012d906,2021-04-08 09:27:08,pig,3,1,4,7,Village 2
76cc3837-2220-4402-8e4b-8c17dc95bd48,2021-11-16 16:43:02,cat,5,5,1,6,Village 2
07dcd3ab-2957-4108-ad26-03a12b6512b8,2021-06-11 09:37:51,pig,2,9,1,3,Village 1
14bbb7bf-eb14-4f54-ae5e-73a1164da668,2021-05-28 13:30:36,pig,6,1,1,7,Village 1
78533984-bc16-40bd-9e74-ac3c4f4269ea,2022-02-02 11:28:16,dog,2,0,1,3,Village 1
8325a0d4-ecdb-412a-a157-41ae276db6fa,2021-11-03 18:46:20,cat,2,3,4,6,Village 3
ed185d60-7dc7-4e19-94b1-5d173147ad30,2021-12-10 09:00:30,pig,6,4,2,8,Village 3
8543fd41-e5b7-42a3-8956-46af16ccadfd,2021-10-11 14:37:42,sheep,6,8,5,11,Village 3
1e14a288-1e03-47aa-9277-eb91964eb56a,2021-03-22 12:53:20,dog,5,0,3,8,Village 1
8a54c665-8989-4e5d-81df-e0db2a9c6fd4,2021-07-30 16:26:55,pig,5,1,1,6,Health Centre A
83bf4f47-cd3e-4891-b21e-7c067cda15eb,2022-02-20 16:11:09,cat,2,7,0,2,Health Centre A
55e19f84-72fa-44c1-b090-b73bb64e43ad,2021-05-05 17:43:13,buffalo,4,3,3,7,Village 3
2aed13a4-a283-419f-9634-6049a296b242,2021-04-12 15:35:50,buffalo,3,1,5,8,Village 2
6b06b698-f96f-4a66-8e66-161ee0e6d4d4,2021-05-10 13:16:37,chicken,5,7,1,6,Health Centre B
b56c8158-5e18-4a44-80c2-e177ed7cd277,2021-07-30 14:51:36,cat,4,3,1,5,Health Centre A
10b6f6b5-6680-4bd0-ba70-375075a546fe,2021-06-26 14:08:35,buffalo,1,8,5,6,Health Centre B
ea72c7fe-d08f-4200-b9a2-855d30ff77f6,2021-05-26 12:36:46,cat,6,5,1,7,Health Centre B
61c8e9cf-efa0-4f0c-83de-374180ef0df9,2021-04-26 09:03:28,cat,2,2,5,7,Village 1
5c9d740c-556b-4b3a-8416-a33110534d02,2021-08-16 18:15:55,pig,3,7,2,5,Village 1
f6157200-6c17-4d67-9299-21eac1e67284,2022-01-18 13:46:48,buffalo,3,1,5,8,Village 1
cbb889f1-a83a-4086-ad01-c39f4366cd27,2021-12-19 09:15:14,dog,2,4,1,3,Village 1
4764c0e5-453e-4929-baa0-c5f18ad7986d,2021-09-21 10:28:12,dog,1,3,4,5,Village 2
aa8135eb-67db-4da4-8390-9c19896f2e67,2021-04-02 18:32:07,sheep,5,5,0,5,Health Centre A
0d1ce08f-35e0-417f-97bc-d08a978bdd9e,2021-10-26 13:52:21,buffalo,3,2,3,6,Health Centre A
9e7ea022-5b2a-493d-beb0-8911b3f40bcb,2021-04-30 18:34:11,buffalo,3,0,4,7,Village 2
33af308d-70e3-405a-b9a9-e53b333aa7c0,2021-05-01 09:42:14,sheep,5,8,0,5,Health Centre A
bbd9e5ec-7f73-44d7-824f-6df97fe141bd,2021-10-07 12:08:24,dog,4,5,3,7,Village 3
9af040ac-1a2c-408e-aa51-39b3b524fabb,2021-09-09 17:02:25,dog,4,3,0,4,Village 3
c2409459-209b-41c5-bca3-27a45a185f6c,2021-09-26 12:59:47,buffalo,1,7,0,1,Health Centre A
9e1f9825-1049-45de-914a-7227660bae78,2021-09-19 18:16:54,pig,4,9,0,4,Health Centre B
